order_id,date,product_name,category,region,quantity,unit_price,discount_pct,revenue,customer_id
ORD10000,2024-10-16,Laptop Pro,Electronics,South,5,999.99,5,4749.95,CUST3286
ORD10001,2023-04-15,Nail Kit,Beauty,Central,9,12.99,0,116.91,CUST7912
ORD10002,2023-02-02,Laptop Pro,Electronics,Central,4,999.99,5,3799.96,CUST1434
ORD10003,2024-07-28,Sneakers,Clothing,South,9,69.99,20,503.93,CUST8359
ORD10004,2024-08-26,Coffee Maker,Home & Garden,East,3,49.99,20,119.98,CUST5552
ORD10005,2023-06-09,Casual T-Shirt,Clothing,West,2,19.99,0,39.98,CUST2584
ORD10006,2024-01-03,Action Figure,Toys,North,10,19.99,10,179.91,CUST8527
ORD10007,2024-07-03,Tablet 10,Electronics,Central,2,449.99,10,809.98,CUST6925
ORD10008,2024-08-14,Sneakers,Clothing,South,2,69.99,0,139.98,CUST5741
ORD10009,2023-03-23,Board Game,Toys,East,2,34.99,20,55.98,CUST8428
ORD10010,2024-10-12,Action Figure,Toys,East,3,19.99,15,50.97,CUST4432
ORD10011,2024-11-17,Storage Bin,Home & Garden,Central,2,14.99,0,29.98,CUST5010
ORD10012,2023-06-17,Water Bottle,Sports,East,5,24.99,5,118.7,CUST1916
ORD10013,2023-08-23,LEGO Set,Toys,East,6,49.99,20,239.95,CUST2084
ORD10014,2023-08-05,Self Help,Books,West,6,19.99,5,113.94,CUST7482
ORD10015,2024-10-20,Dumbbell Set,Sports,South,5,59.99,0,299.95,CUST9830
ORD10016,2023-09-27,Perfume Set,Beauty,East,7,59.99,20,335.94,CUST4593
ORD10017,2023-05-22,History Atlas,Books,North,2,29.99,0,59.98,CUST3504
ORD10018,2024-10-04,Sneakers,Clothing,West,7,69.99,0,489.93,CUST7252
ORD10019,2024-09-02,Cycling Helmet,Sports,North,5,69.99,0,349.95,CUST9797
ORD10020,2023-10-01,Remote Car,Toys,East,6,39.99,0,239.94,CUST8123
ORD10021,2023-06-11,Yoga Mat,Sports,Central,5,29.99,0,149.95,CUST2743
ORD10022,2024-10-02,Storage Bin,Home & Garden,South,9,14.99,5,128.16,CUST7126
ORD10023,2023-06-15,Cook Book,Books,West,1,24.99,15,21.24,CUST1319
ORD10024,2023-04-25,Garden Hose,Home & Garden,South,4,34.99,0,139.96,CUST2290
ORD10025,2023-03-29,Face Wash,Beauty,South,2,14.99,0,29.98,CUST8787
ORD10026,2024-07-16,Casual T-Shirt,Clothing,South,9,19.99,20,143.93,CUST9835
ORD10027,2024-12-07,Sneakers,Clothing,East,5,69.99,20,279.96,CUST8177
ORD10028,2024-06-13,Yoga Mat,Sports,North,4,29.99,5,113.96,CUST6539
ORD10029,2023-01-22,Cook Book,Books,North,4,24.99,5,94.96,CUST2163
ORD10030,2024-12-25,Moisturizer SPF,Beauty,North,4,29.99,0,119.96,CUST6413
ORD10031,2023-03-14,Data Science 101,Books,South,5,34.99,25,131.21,CUST9834
ORD10032,2023-05-16,Perfume Set,Beauty,South,10,59.99,25,449.92,CUST8749
ORD10033,2024-02-21,Running Shoes,Clothing,East,2,89.99,20,143.98,CUST7939
ORD10034,2024-02-25,Jump Rope,Sports,North,1,12.99,0,12.99,CUST7596
ORD10035,2023-12-14,LEGO Set,Toys,South,4,49.99,5,189.96,CUST9786
ORD10036,2024-04-04,Jeans Classic,Clothing,West,3,49.99,10,134.97,CUST5092
ORD10037,2023-03-19,Cycling Helmet,Sports,Central,2,69.99,0,139.98,CUST1241
ORD10038,2023-04-06,Board Game,Toys,West,3,34.99,20,83.98,CUST8886
ORD10039,2023-08-07,Stuffed Bear,Toys,West,1,14.99,0,14.99,CUST1035
ORD10040,2024-02-04,Throw Pillow,Home & Garden,Central,5,24.99,20,99.96,CUST8973
ORD10041,2023-06-08,Casual T-Shirt,Clothing,Central,4,19.99,0,79.96,CUST9883
ORD10042,2023-03-04,Lip Palette,Beauty,Central,1,19.99,0,19.99,CUST8811
ORD10043,2024-05-29,Puzzle 1000,Toys,Central,3,24.99,0,74.97,CUST2312
ORD10044,2023-07-10,USB Hub,Electronics,West,2,29.99,5,56.98,CUST2964
ORD10045,2024-08-06,Dress Formal,Clothing,Central,10,79.99,0,799.9,CUST2343
ORD10046,2024-03-05,Perfume Set,Beauty,East,10,59.99,15,509.91,CUST4346
ORD10047,2024-11-16,Lip Palette,Beauty,West,4,19.99,10,71.96,CUST3144
ORD10048,2024-11-18,Lip Palette,Beauty,North,8,19.99,15,135.93,CUST1152
ORD10049,2024-04-14,Cook Book,Books,Central,2,24.99,0,49.98,CUST4492
ORD10050,2024-06-02,Air Purifier,Home & Garden,South,6,119.99,0,719.94,CUST7054
ORD10051,2023-10-19,Jeans Classic,Clothing,Central,9,49.99,10,404.92,CUST9666
ORD10052,2023-01-09,Perfume Set,Beauty,South,5,59.99,0,299.95,CUST5333
ORD10053,2023-04-29,Webcam HD,Electronics,East,9,59.99,0,539.91,CUST5616
ORD10054,2024-09-11,Sneakers,Clothing,East,6,69.99,5,398.94,CUST9280
ORD10055,2024-05-15,Coffee Maker,Home & Garden,East,2,49.99,20,79.98,CUST1722
ORD10056,2023-01-04,Air Purifier,Home & Garden,West,5,119.99,0,599.95,CUST8007
ORD10057,2024-07-28,Laptop Pro,Electronics,Central,2,999.99,0,1999.98,CUST1590
ORD10058,2024-01-14,Cook Book,Books,South,3,24.99,20,59.98,CUST1685
ORD10059,2023-11-12,Coffee Maker,Home & Garden,South,6,49.99,5,284.94,CUST2684
ORD10060,2023-12-29,Puzzle 1000,Toys,South,7,24.99,0,174.93,CUST3662
ORD10061,2023-07-01,Yoga Mat,Sports,West,3,29.99,15,76.47,CUST5065
ORD10062,2023-10-01,Sneakers,Clothing,North,2,69.99,20,111.98,CUST8711
ORD10063,2023-08-16,Jeans Classic,Clothing,South,6,49.99,10,269.95,CUST4652
ORD10064,2023-01-25,Hair Serum,Beauty,East,7,24.99,15,148.69,CUST2137
ORD10065,2023-10-13,Storage Bin,Home & Garden,Central,9,14.99,20,107.93,CUST6425
ORD10066,2023-01-29,Smart Watch,Electronics,North,3,249.99,10,674.97,CUST2776
ORD10067,2024-09-02,Resistance Bands,Sports,Central,6,19.99,20,95.95,CUST9379
ORD10068,2023-04-29,Cycling Helmet,Sports,North,4,69.99,10,251.96,CUST8144
ORD10069,2023-01-02,Cook Book,Books,West,4,24.99,15,84.97,CUST2146
ORD10070,2024-11-11,LED Lamp,Home & Garden,East,6,39.99,0,239.94,CUST9308
ORD10071,2023-11-13,Face Wash,Beauty,East,6,14.99,20,71.95,CUST3085
ORD10072,2023-07-16,Jump Rope,Sports,Central,7,12.99,0,90.93,CUST5930
ORD10073,2024-02-20,Python Deep Dive,Books,South,5,39.99,10,179.96,CUST8043
ORD10074,2024-08-16,Self Help,Books,West,6,19.99,25,89.95,CUST8244
ORD10075,2024-11-22,Dress Formal,Clothing,North,8,79.99,0,639.92,CUST5649
ORD10076,2024-06-11,Nail Kit,Beauty,North,10,12.99,15,110.42,CUST4848
ORD10077,2024-11-19,Air Purifier,Home & Garden,North,4,119.99,0,479.96,CUST1757
ORD10078,2023-09-08,Cycling Helmet,Sports,West,2,69.99,25,104.98,CUST4185
ORD10079,2024-12-14,Water Bottle,Sports,South,7,24.99,5,166.18,CUST1090
ORD10080,2023-04-20,Stuffed Bear,Toys,Central,4,14.99,0,59.96,CUST8611
ORD10081,2023-02-21,Data Science 101,Books,South,2,34.99,25,52.48,CUST8612
ORD10082,2024-11-14,Cook Book,Books,West,10,24.99,15,212.41,CUST9270
ORD10083,2024-03-12,Puzzle 1000,Toys,West,8,24.99,0,199.92,CUST8373
ORD10084,2023-09-23,Board Game,Toys,South,5,34.99,25,131.21,CUST5499
ORD10085,2024-03-26,Webcam HD,Electronics,East,5,59.99,5,284.95,CUST6502
ORD10086,2023-11-24,Python Deep Dive,Books,South,3,39.99,0,119.97,CUST7275
ORD10087,2024-12-11,Sneakers,Clothing,West,4,69.99,0,279.96,CUST7678
ORD10088,2023-12-05,History Atlas,Books,South,7,29.99,0,209.93,CUST7883
ORD10089,2024-02-03,Puzzle 1000,Toys,West,1,24.99,20,19.99,CUST1096
ORD10090,2023-12-27,Throw Pillow,Home & Garden,West,7,24.99,5,166.18,CUST4595
ORD10091,2023-10-07,Water Bottle,Sports,East,1,24.99,20,19.99,CUST7624
ORD10092,2023-06-19,Stuffed Bear,Toys,West,3,14.99,0,44.97,CUST1444
ORD10093,2023-03-27,Face Wash,Beauty,South,3,14.99,25,33.73,CUST1823
ORD10094,2023-09-24,Resistance Bands,Sports,East,4,19.99,25,59.97,CUST6529
ORD10095,2024-01-24,Throw Pillow,Home & Garden,West,5,24.99,0,124.95,CUST1317
ORD10096,2024-07-06,Smart Watch,Electronics,North,4,249.99,0,999.96,CUST1508
ORD10097,2023-09-11,Running Shoes,Clothing,South,10,89.99,0,899.9,CUST3068
ORD10098,2024-04-29,Moisturizer SPF,Beauty,West,10,29.99,5,284.9,CUST5198
ORD10099,2024-01-13,Dress Formal,Clothing,South,10,79.99,0,799.9,CUST6096
ORD10100,2023-04-21,Python Deep Dive,Books,West,5,39.99,20,159.96,CUST4249
ORD10101,2023-03-19,Self Help,Books,East,4,19.99,0,79.96,CUST2983
ORD10102,2024-08-02,LEGO Set,Toys,East,6,49.99,20,239.95,CUST2129
ORD10103,2024-06-02,Lip Palette,Beauty,West,1,19.99,20,15.99,CUST2729
ORD10104,2024-03-19,Storage Bin,Home & Garden,West,8,14.99,0,119.92,CUST3885
ORD10105,2024-06-18,Lip Palette,Beauty,West,10,19.99,25,149.92,CUST8136
ORD10106,2024-08-29,Garden Hose,Home & Garden,East,4,34.99,0,139.96,CUST8385
ORD10107,2023-09-07,Stuffed Bear,Toys,East,10,14.99,20,119.92,CUST1470
ORD10108,2024-05-21,Action Figure,Toys,South,3,19.99,25,44.98,CUST6813
ORD10109,2023-09-22,Garden Hose,Home & Garden,Central,10,34.99,10,314.91,CUST1166
ORD10110,2024-06-13,Running Shoes,Clothing,West,4,89.99,20,287.97,CUST4937
ORD10111,2024-12-08,Jump Rope,Sports,North,8,12.99,25,77.94,CUST2524
ORD10112,2023-10-29,Jeans Classic,Clothing,Central,4,49.99,10,179.96,CUST7046
ORD10113,2024-04-29,Cook Book,Books,Central,6,24.99,20,119.95,CUST6419
ORD10114,2023-12-27,Face Wash,Beauty,East,5,14.99,10,67.45,CUST4777
ORD10115,2023-05-04,Hair Serum,Beauty,Central,6,24.99,0,149.94,CUST4033
ORD10116,2023-07-16,Sneakers,Clothing,Central,8,69.99,10,503.93,CUST9595
ORD10117,2024-09-03,Coffee Maker,Home & Garden,South,4,49.99,10,179.96,CUST6912
ORD10118,2023-07-03,Coffee Maker,Home & Garden,East,9,49.99,0,449.91,CUST1745
ORD10119,2023-02-25,Fiction Bestseller,Books,North,3,14.99,25,33.73,CUST1200
ORD10120,2024-08-10,Throw Pillow,Home & Garden,East,8,24.99,25,149.94,CUST4020
ORD10121,2023-02-22,Throw Pillow,Home & Garden,West,2,24.99,0,49.98,CUST9056
ORD10122,2023-03-17,Self Help,Books,South,1,19.99,0,19.99,CUST5978
ORD10123,2023-03-29,Running Shoes,Clothing,Central,9,89.99,20,647.93,CUST4697
ORD10124,2024-06-19,Water Bottle,Sports,Central,8,24.99,10,179.93,CUST8025
ORD10125,2023-11-09,Cook Book,Books,South,1,24.99,0,24.99,CUST4457
ORD10126,2023-09-28,Moisturizer SPF,Beauty,South,3,29.99,5,85.47,CUST2229
ORD10127,2023-06-10,Tablet 10,Electronics,East,8,449.99,25,2699.94,CUST1534
ORD10128,2023-08-26,Storage Bin,Home & Garden,North,5,14.99,25,56.21,CUST4824
ORD10129,2023-09-28,Remote Car,Toys,West,10,39.99,5,379.91,CUST2880
ORD10130,2024-07-11,Sneakers,Clothing,South,3,69.99,10,188.97,CUST2169
ORD10131,2023-03-03,Casual T-Shirt,Clothing,West,10,19.99,10,179.91,CUST3037
ORD10132,2024-04-24,Lip Palette,Beauty,Central,7,19.99,10,125.94,CUST9847
ORD10133,2024-05-20,Yoga Mat,Sports,West,10,29.99,0,299.9,CUST6280
ORD10134,2024-09-10,Coffee Maker,Home & Garden,Central,2,49.99,5,94.98,CUST1339
ORD10135,2024-11-19,Action Figure,Toys,South,10,19.99,0,199.9,CUST8708
ORD10136,2024-06-15,Face Wash,Beauty,Central,5,14.99,0,74.95,CUST8141
ORD10137,2024-10-12,Stuffed Bear,Toys,East,2,14.99,25,22.48,CUST7690
ORD10138,2023-12-08,Storage Bin,Home & Garden,East,2,14.99,0,29.98,CUST7744
ORD10139,2024-12-11,Resistance Bands,Sports,West,7,19.99,0,139.93,CUST2442
ORD10140,2023-11-19,Garden Hose,Home & Garden,Central,2,34.99,20,55.98,CUST1018
ORD10141,2024-11-04,Puzzle 1000,Toys,North,8,24.99,20,159.94,CUST4073
ORD10142,2024-06-14,LED Lamp,Home & Garden,North,8,39.99,25,239.94,CUST4335
ORD10143,2023-10-01,Data Science 101,Books,West,5,34.99,25,131.21,CUST2989
ORD10144,2023-01-30,Perfume Set,Beauty,East,4,59.99,0,239.96,CUST1224
ORD10145,2024-07-19,Yoga Mat,Sports,West,4,29.99,0,119.96,CUST2924
ORD10146,2024-10-25,Board Game,Toys,Central,8,34.99,10,251.93,CUST5479
ORD10147,2024-03-01,Stuffed Bear,Toys,West,8,14.99,5,113.92,CUST3369
ORD10148,2024-01-28,Dress Formal,Clothing,North,9,79.99,0,719.91,CUST5526
ORD10149,2024-02-29,LED Lamp,Home & Garden,East,5,39.99,0,199.95,CUST5891
ORD10150,2024-08-24,Self Help,Books,West,8,19.99,0,159.92,CUST9824
ORD10151,2024-05-10,Garden Hose,Home & Garden,West,9,34.99,20,251.93,CUST6272
ORD10152,2023-07-13,Hair Serum,Beauty,South,10,24.99,20,199.92,CUST7730
ORD10153,2023-02-14,Storage Bin,Home & Garden,West,8,14.99,20,95.94,CUST3492
ORD10154,2024-05-22,Wireless Earbuds,Electronics,North,9,79.99,15,611.92,CUST8213
ORD10155,2023-04-13,History Atlas,Books,West,1,29.99,0,29.99,CUST3529
ORD10156,2023-03-18,Resistance Bands,Sports,North,6,19.99,20,95.95,CUST6383
ORD10157,2024-11-21,Puzzle 1000,Toys,West,7,24.99,15,148.69,CUST9864
ORD10158,2023-02-06,Python Deep Dive,Books,South,4,39.99,10,143.96,CUST2480
ORD10159,2024-03-20,Webcam HD,Electronics,South,2,59.99,25,89.98,CUST5906
ORD10160,2023-01-30,Smart Watch,Electronics,East,1,249.99,10,224.99,CUST7141
ORD10161,2024-03-17,Winter Jacket,Clothing,Central,9,129.99,20,935.93,CUST3950
ORD10162,2023-06-24,Running Shoes,Clothing,Central,10,89.99,20,719.92,CUST4945
ORD10163,2024-05-24,Data Science 101,Books,East,4,34.99,25,104.97,CUST8529
ORD10164,2023-09-19,Moisturizer SPF,Beauty,Central,8,29.99,10,215.93,CUST3588
ORD10165,2023-03-17,Resistance Bands,Sports,West,10,19.99,10,179.91,CUST5097
ORD10166,2024-04-12,Action Figure,Toys,West,4,19.99,20,63.97,CUST2747
ORD10167,2023-08-31,Cycling Helmet,Sports,East,6,69.99,10,377.95,CUST1359
ORD10168,2024-11-05,Resistance Bands,Sports,Central,1,19.99,0,19.99,CUST9138
ORD10169,2023-10-21,Board Game,Toys,South,10,34.99,15,297.42,CUST4115
ORD10170,2024-09-27,Storage Bin,Home & Garden,North,3,14.99,0,44.97,CUST6061
ORD10171,2024-03-27,USB Hub,Electronics,North,6,29.99,0,179.94,CUST5835
ORD10172,2023-12-01,Face Wash,Beauty,South,3,14.99,5,42.72,CUST9837
ORD10173,2024-01-10,Cook Book,Books,East,5,24.99,0,124.95,CUST8894
ORD10174,2023-10-30,Lip Palette,Beauty,North,2,19.99,25,29.98,CUST3306
ORD10175,2023-08-20,Remote Car,Toys,North,7,39.99,15,237.94,CUST7464
ORD10176,2023-01-15,LED Lamp,Home & Garden,East,2,39.99,25,59.98,CUST5295
ORD10177,2024-08-21,Jump Rope,Sports,South,6,12.99,0,77.94,CUST8724
ORD10178,2023-01-26,Cook Book,Books,North,6,24.99,5,142.44,CUST8606
ORD10179,2024-12-18,Storage Bin,Home & Garden,South,7,14.99,0,104.93,CUST1742
ORD10180,2023-02-08,Throw Pillow,Home & Garden,South,2,24.99,0,49.98,CUST9807
ORD10181,2023-05-19,Water Bottle,Sports,Central,6,24.99,20,119.95,CUST3531
ORD10182,2024-02-29,Moisturizer SPF,Beauty,East,8,29.99,20,191.94,CUST1536
ORD10183,2024-12-07,Air Purifier,Home & Garden,South,8,119.99,25,719.94,CUST6942
ORD10184,2023-04-12,Lip Palette,Beauty,North,9,19.99,15,152.92,CUST7523
ORD10185,2023-10-10,Running Shoes,Clothing,South,8,89.99,0,719.92,CUST1349
ORD10186,2023-02-21,Action Figure,Toys,Central,4,19.99,0,79.96,CUST4362
ORD10187,2023-03-12,Puzzle 1000,Toys,South,4,24.99,5,94.96,CUST6383
ORD10188,2023-06-01,Puzzle 1000,Toys,South,1,24.99,10,22.49,CUST3129
ORD10189,2024-07-07,Air Purifier,Home & Garden,South,2,119.99,0,239.98,CUST1243
ORD10190,2024-01-02,Board Game,Toys,North,10,34.99,15,297.42,CUST3854
ORD10191,2023-09-29,Wireless Earbuds,Electronics,North,7,79.99,0,559.93,CUST8802
ORD10192,2024-04-04,Action Figure,Toys,West,9,19.99,0,179.91,CUST9254
ORD10193,2023-08-15,Python Deep Dive,Books,West,9,39.99,10,323.92,CUST1510
ORD10194,2023-03-04,Water Bottle,Sports,West,7,24.99,0,174.93,CUST8267
ORD10195,2023-03-17,Smart Watch,Electronics,North,10,249.99,0,2499.9,CUST3067
ORD10196,2023-10-09,Self Help,Books,West,10,19.99,15,169.91,CUST9692
ORD10197,2023-10-29,Cycling Helmet,Sports,North,10,69.99,20,559.92,CUST2874
ORD10198,2024-11-01,Perfume Set,Beauty,West,4,59.99,20,191.97,CUST4743
ORD10199,2024-02-28,Throw Pillow,Home & Garden,North,7,24.99,20,139.94,CUST6120
ORD10200,2024-03-13,Storage Bin,Home & Garden,South,5,14.99,15,63.71,CUST8770
ORD10201,2023-03-10,Laptop Pro,Electronics,North,2,999.99,20,1599.98,CUST7105
ORD10202,2023-05-14,Python Deep Dive,Books,North,10,39.99,15,339.92,CUST7730
ORD10203,2023-12-29,Remote Car,Toys,East,7,39.99,0,279.93,CUST6119
ORD10204,2023-12-27,USB Hub,Electronics,South,9,29.99,5,256.41,CUST8900
ORD10205,2023-08-18,LEGO Set,Toys,North,6,49.99,15,254.95,CUST5564
ORD10206,2024-08-10,Jeans Classic,Clothing,Central,9,49.99,0,449.91,CUST5381
ORD10207,2023-01-30,Casual T-Shirt,Clothing,East,5,19.99,15,84.96,CUST1100
ORD10208,2023-07-05,Board Game,Toys,North,10,34.99,20,279.92,CUST3324
ORD10209,2024-10-10,Laptop Pro,Electronics,West,9,999.99,5,8549.91,CUST7878
ORD10210,2024-04-09,Air Purifier,Home & Garden,East,6,119.99,10,647.95,CUST2391
ORD10211,2023-02-23,Winter Jacket,Clothing,North,10,129.99,0,1299.9,CUST5458
ORD10212,2024-03-29,Face Wash,Beauty,West,8,14.99,25,89.94,CUST5475
ORD10213,2023-08-09,Puzzle 1000,Toys,West,2,24.99,15,42.48,CUST2816
ORD10214,2023-10-18,Nail Kit,Beauty,Central,10,12.99,25,97.43,CUST6053
ORD10215,2023-02-16,Jeans Classic,Clothing,North,10,49.99,0,499.9,CUST4349
